Noms;CI;paper;SMILE;apol;ast_fraglike;ast_fraglike_ext;ast_violation;ast_violation_ext;a_acc;a_acid;a_aro;a_base;a_count;a_don;a_donacc;a_heavy;a_hyd;a_IC;a_ICM;a_nB;a_nBr;a_nC;a_nCl;a_nF;a_nH;a_nI;a_nN;a_nO;a_nP;a_nS;balabanJ;BCUT_PEOE_0;BCUT_PEOE_1;BCUT_PEOE_2;BCUT_PEOE_3;BCUT_SLOGP_0;BCUT_SLOGP_1;BCUT_SLOGP_2;BCUT_SLOGP_3;BCUT_SMR_0;BCUT_SMR_1;BCUT_SMR_2;BCUT_SMR_3;bpol;b_1rotN;b_1rotR;b_ar;b_count;b_double;b_heavy;b_max1len;b_rotN;b_rotR;b_single;b_triple;chi0;chi0v;chi0v_C;chi0_C;chi1;chi1v;chi1v_C;chi1_C;chiral;chiral_u;density;diameter;FCharge;GCUT_PEOE_0;GCUT_PEOE_1;GCUT_PEOE_2;GCUT_PEOE_3;GCUT_SLOGP_0;GCUT_SLOGP_1;GCUT_SLOGP_2;GCUT_SLOGP_3;GCUT_SMR_0;GCUT_SMR_1;GCUT_SMR_2;GCUT_SMR_3;Kier1;Kier2;Kier3;KierA1;KierA2;KierA3;KierFlex;lip_acc;lip_don;lip_druglike;lip_violation;logP(o/w);logS;mr;mutagenic;nmol;opr_brigid;opr_leadlike;opr_nring;opr_nrot;opr_violation;PC+;PC-;PEOE_PC+;PEOE_PC-;PEOE_RPC+;PEOE_RPC-;PEOE_VSA+0;PEOE_VSA+1;PEOE_VSA+2;PEOE_VSA+3;PEOE_VSA+4;PEOE_VSA+5;PEOE_VSA+6;PEOE_VSA-0;PEOE_VSA-1;PEOE_VSA-2;PEOE_VSA-3;PEOE_VSA-4;PEOE_VSA-5;PEOE_VSA-6;PEOE_VSA_FHYD;PEOE_VSA_FNEG;PEOE_VSA_FPNEG;PEOE_VSA_FPOL;PEOE_VSA_FPOS;PEOE_VSA_FPPOS;PEOE_VSA_HYD;PEOE_VSA_NEG;PEOE_VSA_PNEG;PEOE_VSA_POL;PEOE_VSA_POS;PEOE_VSA_PPOS;petitjean;petitjeanSC;Q_PC+;Q_PC-;Q_RPC+;Q_RPC-;Q_VSA_FHYD;Q_VSA_FNEG;Q_VSA_FPNEG;Q_VSA_FPOL;Q_VSA_FPOS;Q_VSA_FPPOS;Q_VSA_HYD;Q_VSA_NEG;Q_VSA_PNEG;Q_VSA_POL;Q_VSA_POS;Q_VSA_PPOS;radius;reactive;rings;RPC+;RPC-;rsynth;SlogP;SlogP_VSA0;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;SMR;SMR_VSA0;SMR_VSA1;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA6;SMR_VSA7;TPSA;VAdjEq;VAdjMa;VDistEq;VDistMa;vdw_area;vdw_vol;vsa_acc;vsa_acid;vsa_base;vsa_don;vsa_hyd;vsa_other;vsa_pol;Weight;weinerPath;weinerPol;zagreb
Ropivacaine ;0.75;3;O=C(Nc1c(cccc1C)C)C1[NH+](CCCC1)CCC;50.925411;1;0;0;1;1;0;6;1;47;1;2;20;16;61.196846;1.3020605;0;0;17;0;0;27;0;2;1;0;0;1.931241;-2.8088369;-0.38924366;0.48945245;2.8138525;-3.5082741;-0.3829473;0.45787227;2.7008233;-2.607074;-0.28296548;0.57718545;3.01069;32.45459;4;0.19047619;6;48;1;21;3;5;0.23809524;41;0;14.53517;12.96029;11.552042;12.250712;9.630229;7.8479533;6.148047;7.0865521;1;1;0.72698939;10;1;-0.87080806;-0.30672377;0.056773793;2.845633;-2.2599642;-0.26744702;0.094254218;2.7895734;-0.62913227;-0.18360822;0.12285192;3.0459921;16.371881;7.8520408;4.25;13.395514;6.3520207;3.4096136;4.2544293;3;2;1;0;3.5899999;-3.0645399;8.3793249;0;1;12;1;2;6;0;0;0;1.5983546;-0.59835458;0.2008218;0.44024998;104.03384;54.125034;0;0;0;40.59901;19.649082;51.842564;0;0;0;5.6825762;13.566921;0;0.72539598;0.24556924;0.066492438;0.27460399;0.75443077;0.20811155;210.00143;71.092056;19.249496;79.497589;218.40697;60.248093;0.5;1;0;0;0;0;1;0;0;0;1;0;289.49902;0;0;0;289.49902;0;5;0;2;0;0;0.44999999;2.08934;3.1243138;23.269535;27.844185;36.879158;6.37115;0;0;52.929554;75.473625;102.73479;8.3172398;26.98653;0;0;10.353119;20.767498;128.40317;42.137939;99.978043;33.540001;0.48464775;5.3923173;3.101239;8.3609066;289.49902;341.40799;13.566921;0;0;5.6825762;257.30002;12.949531;19.249496;275.41599;822;30;98
Rosiglitazone ;0.2;2;S1C(Cc2ccc(OCCN(C)c3ncccc3)cc2)C(=O)[N-]C1=O;52.288273;0;0;2;3;2;3;12;0;43;0;2;25;16;73.702309;1.7140071;0;0;18;0;0;18;0;3;3;0;1;1.2771747;-2.5399663;-0.57846057;0.63480556;2.5010149;-2.664911;-0.51768804;0.73337907;2.5305169;-2.2573504;-0.37167794;0.79906082;2.8536866;30.409725;7;0.25925925;12;45;2;27;4;7;0.25925925;31;0;17.648054;14.608603;10.817472;12.242276;12.114194;8.7971134;4.6605191;6.1910715;1;1;0.83636147;16;-1;-0.81894952;-0.43865639;0.067564838;2.4714255;-0.98839235;-0.35242429;0.14681962;2.56107;-0.50243348;-0.18986946;0.1724689;2.7696674;19.753086;9.7962961;6;15.538566;7.6238685;4.6319475;4.7385592;6;0;1;0;2.6210001;-4.0261102;9.8317709;0;1;17;1;3;7;0;0;0;1.1015418;-2.1015418;0.15097269;0.22362463;94.850967;79.791618;46.415661;22.058474;0;0;0;33.825527;19.760618;0;0;5.6825762;5.6825762;29.637598;0.87858433;0.28009275;0.12141566;0.12141566;0.71990722;0;296.70288;94.588898;41.00275;41.00275;243.11673;0;0.5;1;0;0;0;0;1;0;0;0;1;0;337.70563;0;0;0;337.70563;0;8;0;3;0;0;1;3.2749701;14.124202;25.668255;26.638172;39.365837;3.185575;51.765594;0;158.7274;0;63.653107;9.8290005;47.724434;27.785418;21.135065;11.204958;2.3279202;159.58505;48.248562;65.11673;59.5;0.42433795;5.7548876;3.7898879;8.9313192;337.70563;404.46866;41.00275;32.816418;0;0;257.63718;39.065685;41.00275;356.42599;1883;33;126
Salbutamol ;0.40000001;3;Oc1ccc(cc1CO)C(O)C[NH2+]C(C)(C)C;41.055447;1;0;0;1;3;0;6;1;39;3;6;17;13;55.162586;1.4144253;0;0;13;0;0;22;0;1;3;0;0;2.4028761;-2.7219322;-0.35645807;0.49423155;2.7166579;-3.4159801;-0.32323009;0.43868944;2.5976641;-2.5249243;-0.23034866;0.60405636;2.9090145;24.050554;4;0.23529412;6;39;0;17;5;5;0.29411766;33;0;13.052042;10.642606;8.7236147;9.3449354;7.8315172;5.7834678;4.2885108;5.1161566;1;1;0.79470241;9;1;-0.86585695;-0.30980682;0.15927792;2.6505938;-2.2476044;-0.27229118;-0.0019296325;2.6387334;-0.63503844;-0.16044952;0.13146657;2.8428516;15.058824;6.25;5.0176001;13.001166;5.3430762;4.25596;4.0862484;4;5;1;0;1.529;-1.28915;6.7361331;0;1;6;1;1;5;0;0;0;1.6176405;-0.61764055;0.24225923;0.34826046;36.034069;93.907928;8.458519;0;22.058474;8.458519;20.299505;15.808495;0;0;13.566921;27.133842;0;0;0.68277574;0.22996832;0.11042304;0.31722429;0.77003169;0.20680125;167.77592;56.509258;27.133842;77.95034;189.21701;50.816502;0.44444445;0.80000001;0;0;0;0;1;0;0;0;1;0;245.72627;0;0;0;245.72627;0;5;0;1;0;0;1;0.64170003;94.166428;0;0;18.439579;6.37115;0;0;52.929554;6.4686494;126.14773;6.5850801;0;94.166428;0;18.083227;0;73.855812;18.439579;99.978043;77.300003;0.52255934;5.0874629;3.0564995;7.8599992;245.72627;274.5015;0;0;5.6825762;5.6825762;199.34293;0;46.383339;240.323;560;22;82
Saquinavir ;0.050000001;3;OC(C(NC(=O)C(NC(=O)c1nc2c(cc1)cccc2)CC(=O)N)Cc1ccccc1)C[NH+]1CC2C(CC1C(=O)NC(C)(C)C)CCCC2;111.49644;0;0;3;5;6;0;16;1;100;5;11;49;34;148.55127;1.4855126;0;0;38;0;0;51;0;6;5;0;0;1.2777454;-2.9060748;-0.55465347;0.58231008;2.9031887;-3.5238843;-0.53807992;0.59875059;2.8987865;-2.6888113;-0.39061236;0.7125805;3.1165488;63.545555;12;0.2264151;17;104;4;53;5;16;0.3018868;83;0;35.130817;28.783686;23.678915;25.725039;23.357195;17.499544;13.115828;15.531973;6;6;0.79353672;19;1;-0.86780024;-0.39001176;0.069661945;3.3091588;-2.2603753;-0.35130194;0.13150045;3.2261381;-0.63009965;-0.21605732;0.17766863;3.5072217;40.190815;18.850134;12;31.014595;14.463289;9.1701326;9.1545525;11;7;0;3;3.3139999;-7.6595898;19.005344;0;1;28;0;5;15;5;0;0;3.4620044;-2.4620044;0.093147159;0.10906871;250.72737;40.525082;29.207598;6.6995511;8.458519;59.148098;39.948589;81.251015;0;17.742489;0;36.297226;54.267685;0;0.68263876;0.30364656;0.14507255;0.31736124;0.69635344;0.17228867;426.15311;189.55841;90.564911;198.12012;434.71481;107.55521;0.47368422;0.89999998;0;0;0;0;1;0;0;0;1;0;624.27319;0;0;0;624.27319;0;10;0;5;0;0;0.51020408;1.67527;115.43898;37.820663;90.001205;36.879158;38.626129;18.868406;0;198.79213;113.21043;99.978043;18.733749;98.573181;42.170757;62.853844;24.356878;37.614288;326.15387;57.914291;99.978043;167.95;0.26099879;6.7279205;4.0437107;10.981407;624.27319;781.88568;59.95026;0;0;34.790218;464.16769;51.798122;108.3074;671.86298;9512;77;256
S_Ketoprofen;0.38999999;3;O=C(c1cc(ccc1)C(C(=O)[O-])C)c1ccccc1;39.23431;1;0;0;1;1;2;12;0;32;0;1;19;14;43.139397;1.3481061;0;0;16;0;0;13;0;0;3;0;0;1.8972659;-2.4560843;-0.62502551;0.64671397;2.424468;-2.451612;-0.51992434;0.7184391;2.5284414;-2.1756787;-0.47967759;0.82731092;2.7141323;17.085691;4;0.2;12;33;2;20;2;4;0.2;19;0;13.828063;10.498247;9.2735023;10.828063;9.0922241;5.9991236;5.3867512;7.3601732;1;1;0.77553517;10;-1;-0.84748334;-0.45985454;0.066900752;2.3865623;-1.4899316;-0.32548583;0.14711864;2.4940357;-0.5006237;-0.21064061;0.18675222;2.6914995;15.39;7.1358023;3.9861591;10.563126;4.7851486;2.6246386;2.6603227;3;0;1;0;3.714;-3.9507799;7.3594999;0;1;12;1;2;4;0;0;0;0.40630212;-1.4063021;0.48125646;0.39027426;128.6765;16.917038;0;8.458519;0;0;0;49.634022;0;0;0;0;13.566921;27.133842;0.83345765;0.3696385;0.16654237;0.16654237;0.6303615;0;203.68608;90.334785;40.700764;40.700764;154.05205;0;0.5;1;0;0;0;0;1;0;0;0;1;0;244.38684;0;0;0;244.38684;0;5;1;2;0;0;1;1.771;42.683342;7.151619;23.862217;0;33.418941;0;4.4107962;158.78867;0;33.326015;6.9738498;90.407776;0;0;13.967521;0;158.78867;7.151619;33.326015;57.200001;0.5023343;5.321928;3.1098776;8.1981049;244.38684;309.68677;40.700764;27.133842;0;0;180.51906;23.167019;40.700764;253.27699;724;28;94
SR49059_relcovaptan;0.31;3;Clc1ccccc1C1(O)c2cc(Cl)ccc2N(S(=O)(=O)c2cc(OC)c(OC)cc2)C1C(=O)N1CCCC1C(=O)N;83.457413;0;0;3;5;7;0;18;0;68;2;9;41;28;124.5532;1.8316647;0;0;28;2;0;27;0;3;7;0;1;1.6033537;-2.560046;-0.6113283;0.61828548;2.7578125;-2.7480836;-0.53417844;0.69609648;2.713469;-2.2835956;-0.40982774;0.80900222;3.0313437;45.880589;8;0.17777778;18;72;2;45;2;8;0.17777778;52;0;29.689505;24.410536;16.549524;18.620592;19.459816;14.796794;8.077692;10.523423;3;3;0.91901058;13;0;-0.84051907;-0.414042;0.052031007;3.0657296;-1.3706207;-0.38687831;0.13482846;3.1022544;-0.52476013;-0.20547295;0.17636707;3.348804;32.395061;12.778828;5.66219;27.727222;10.893153;4.812665;7.3667531;10;3;1;1;3.19174;-7.2769198;15.530681;0;1;27;0;5;7;3;0;0;2.5942318;-2.5942318;0.11638378;0.12555072;121.77609;19.145102;68.833534;84.715958;12.949531;12.949531;4.1846013;47.425484;59.163895;17.742489;0;45.583443;27.133842;5.0075121;0.79527879;0.38369244;0.14759433;0.20472124;0.61630756;0.057126917;418.80255;202.05667;77.7248;107.80846;324.55435;30.083664;0.46153846;0.85714287;0;0;0;0;1;0;0;0;1;0;526.61102;0;0;0;526.61102;0;7;0;5;0;0;0.56097561;3.6118;81.800751;61.813568;62.329113;18.439579;6.37115;72.318466;7.0012131;176.43184;37.736813;91.540894;15.2948;95.896118;50.509315;3.0692947;31.823156;35.653934;214.16866;28.957146;155.70576;139.47;0.30124658;6.4918532;3.4457791;10.501492;526.61102;645.57904;64.157875;0;0;17.742489;395.13907;36.004669;95.467285;620.51001;4729;82;228
Stavudine;0.23999999;3;O1C(C=CC1N1C=C(C)C(=O)NC1=O)CO;31.009516;0;0;1;1;4;0;0;0;28;2;6;16;7;48.367107;1.7273967;0;0;10;0;0;12;0;2;4;0;0;1.9460999;-2.4884458;-0.59814256;0.57626683;2.579932;-2.655112;-0.51746422;0.59233481;2.4952168;-2.2277255;-0.45896521;0.68409407;2.8320031;19.590485;2;0.11764706;0;29;4;17;2;2;0.11764706;25;0;11.706742;8.7130299;6.0938582;6.7151785;7.6133924;4.8828087;2.4469235;3.0436769;2;2;0.89676875;9;0;-0.79576361;-0.44621676;0.10635471;2.4092429;-1.1699483;-0.39539304;0.10893057;2.3636696;-0.51762009;-0.22545591;0.15988462;2.6574175;12.456747;5.1041665;2.6514049;9.2236729;3.6965046;1.8883283;2.1309593;6;2;1;0;-1.0140001;-0.79949999;5.5069818;0;1;11;1;2;2;0;0;0;1.4599044;-1.4599044;0.24298756;0.22420201;61.02544;22.508045;0;8.458519;35.008007;12.949531;17.440542;0;0;0;5.6825762;27.133842;13.566921;2.503756;0.47351134;0.23699711;0.20944886;0.52648866;0.76300287;0.31703982;97.674583;48.887096;43.204517;108.6026;157.39008;65.398079;0.44444445;0.80000001;0;0;0;0;1;0;0;0;1;0;206.27718;0;0;0;206.27718;0;5;0;2;0;0;1;-0.28459999;43.395977;13.213054;47.370575;20.926258;0;3.185575;0;52.500725;0;57.188232;5.4021502;58.724319;28.509541;18.01075;15.694046;0;52.500725;31.014997;33.326015;78.870003;0.56510133;5.0874629;2.8623741;7.6977053;206.27718;236.53813;29.637598;0;0;5.6825762;114.05048;43.339603;48.887096;224.21599;433;23;82
Sufentanil ;0.66000003;3;s1cccc1CC[NH+]1CCC(N(C(=O)CC)c2ccccc2)(CC1)COC;66.094582;0;0;1;2;2;0;11;1;58;0;2;27;22;84.075317;1.4495745;0;0;22;0;0;31;0;2;2;0;1;1.6265713;-2.8425596;-0.48912445;0.58605713;2.8432863;-3.505686;-0.48773474;0.56630081;2.6939707;-2.6276357;-0.39466074;0.67986953;3.0580952;42.343418;9;0.31034482;11;60;1;29;4;9;0.31034482;48;0;19.114674;17.264111;14.275657;15.545759;13.181801;10.792907;6.840899;8.3090086;0;0;0.77184922;13;1;-0.88388783;-0.3738535;0.059846453;3.0342386;-2.2597458;-0.24768846;0.13291675;2.9837475;-0.62994194;-0.19779466;0.13610886;3.2511449;21.702734;10.683761;5.5384617;18.710785;9.1556749;4.7251577;6.34481;4;1;1;0;3.789;-3.89467;11.449115;0;1;17;1;3;10;0;0;0;2.2117178;-1.2117178;0.13154224;0.28815803;108.45092;38.31654;31.616989;77.477524;12.949531;60.898518;0;31.616989;21.969158;0;0;0;13.566921;2.503756;0.77484679;0.17441814;0.040240388;0.22515321;0.82558185;0.18491282;309.44812;69.656822;16.070677;89.918724;329.71002;73.848053;0.46153846;0.85714287;0;0;0;0;1;0;0;0;1;0;399.36685;0;0;0;399.36685;0;7;0;3;0;0;1;2.7976699;6.2486277;5.2587838;34.862103;76.244995;1.3584013;54.252274;0;139.3183;56.605217;67.360451;11.16467;37.98642;0;3.1243138;1.3584013;2.7567475;214.79192;81.503777;99.987572;33.98;0.40063059;5.8579812;3.4793739;9.2218275;399.36685;461.64456;16.070677;0;0;0;370.34665;12.949531;16.070677;387.56799;1893;41;136
Sulindac ;0.47;3;S(=O)(C)c1ccc(cc1)C=C1c2c(cc(F)cc2)C(CC(=O)[O-])=C1C;51.731689;0;0;2;3;1;2;12;0;41;0;1;25;20;64.466187;1.572346;0;0;20;0;1;16;0;0;3;0;1;1.6451968;-2.3414667;-0.63207716;0.6635102;2.4199116;-2.3602436;-0.52616054;0.76576769;2.5943413;-2.0299234;-0.47500929;0.83932841;2.7679403;24.988312;4;0.14814815;12;43;3;27;2;4;0.14814815;28;0;18.137465;14.653363;11.825909;13.560114;11.863081;9.2782059;6.3438582;8.6429968;0;0;0.83659172;12;-1;-0.86488187;-0.47565019;0.039765757;2.5861013;-1.4896967;-0.3007763;0.12085744;2.7407343;-0.47595671;-0.18503717;0.18888526;2.9116595;19.753086;8.3471403;4.4659748;15.396119;6.4337578;3.4135094;3.9621961;3;0;1;0;3.4909999;-5.64677;9.7206421;0;1;17;1;3;4;0;0;0;0.9667753;-1.9667753;0.3269996;0.31134886;123.79617;62.133984;9.0208454;4.1846013;0;0;31.384512;26.851192;0;0;0;11.908636;0;43.142105;0.72333819;0.26215157;0.17620632;0.27666181;0.7378484;0.10045549;225.98679;81.901932;55.050739;86.435249;230.52011;31.384512;0.5;1;0;0;0;0;1;0;0;0;1;0;312.42206;0;0;0;312.42206;0;6;0;3;0;0;1;3.0308001;42.683342;25.549852;52.532639;0;9.5567245;36.427483;0;129.87344;36.511589;48.286129;9.5263395;90.631401;14.960114;10.671752;12.7423;6.37115;142.3707;19.107193;84.566589;76.410004;0.42433795;5.7548876;3.3997183;8.9949522;312.42206;405.55148;43.142105;27.133842;0;0;241.43474;27.845207;43.142105;355.409;1517;40;132
Sulindac SULFIDE;0.81;3;S(C)c1ccc(cc1)C=C1c2c(cc(F)cc2)C(CC(=O)[O-])=C1C;50.929688;0;0;2;3;0;2;12;0;40;0;0;24;21;60.43856;1.510964;0;0;20;0;1;16;0;0;2;0;1;1.6612567;-2.3411212;-0.62351799;0.58412409;2.4190781;-2.3602345;-0.50348878;0.75852907;2.5945761;-2.029557;-0.42598021;0.83319479;2.7673087;22.890312;4;0.15384616;12;42;3;26;2;4;0.15384616;27;0;17.26722;14.245115;11.825909;13.560114;11.490402;8.7782059;6.3438582;8.6429968;0;0;0.81390691;12;-1;-0.84888262;-0.43572849;0.0046400488;2.5665138;-1.4896952;-0.26386139;0.16445385;2.7387803;-0.47595519;-0.18764602;0.19305076;2.8990104;18.781065;8.1314831;4.2332363;14.475955;6.1914444;3.1949961;3.7344613;2;0;1;0;5.4780002;-6.3779998;9.6063137;0;1;17;1;3;4;0;0;0;0.46716022;-1.4671602;0.29996979;0.37407082;146.46106;61.901505;9.0208454;0;0;0;0;26.851192;0;19.760618;0;11.908636;0;27.133842;0.87116295;0.28265226;0.12883703;0.12883703;0.71734774;0;263.99521;85.654289;39.042477;39.042477;217.38341;0;0.5;1;0;0;0;0;1;0;0;0;1;0;303.03769;0;0;0;303.03769;0;6;0;3;0;0;0.041666668;4.0152998;42.683342;1.4640081;32.983234;0;9.5567245;36.427483;0;129.87344;36.511589;80.505669;9.4713001;66.545563;14.960114;10.671752;12.7423;6.37115;142.3707;19.107193;97.236732;40.130001;0.43739632;5.7004399;3.3369701;8.8816118;303.03769;397.19775;27.133842;27.133842;0;0;261.19534;14.708499;27.133842;339.41;1340;38;126
Theophylline ;0.80000001;3;O=C1N(C)C(=O)N(c2nc[nH]c12)C;23.658344;0;0;1;1;4;0;5;0;21;2;6;13;3;38.587181;1.8374848;0;0;7;0;0;8;0;4;2;0;0;2.2100117;-2.4476259;-0.36277857;0.30488533;2.4684062;-2.6250393;-0.28730136;0.44129872;2.3463197;-2.1470768;-0.11105963;0.46284249;2.7625461;16.601656;0;0;5;22;2;14;1;0;0;15;0;9.5854216;7.2354875;4.5773501;5.0165076;6.1258979;3.7175834;0.5;0.66666669;0;0;0.90310264;5;0;-0.82482213;-0.43568385;-0.0088050673;2.2662055;-1.0014195;-0.33122537;0.053935751;2.2103412;-0.48452434;-0.15185234;0.082240485;2.537256;9.5510206;3.2925169;1.3333334;6.1684279;2.0390365;0.79643035;0.96751153;6;1;1;0;-1.159;-0.79431999;4.4038234;0;1;10;1;2;0;0;0;0;1.4401126;-1.4401126;0.2326338;0.18407115;0;0;67.79892;17.890114;24.790518;12.949531;17.440542;0;0;0;0;24.932074;13.566921;0;0.47772589;0.21463618;0.21463618;0.52227408;0.78536385;0.30763793;85.689034;38.498993;38.498993;93.679588;140.86963;55.180592;0.2;0.25;0;0;0;0;1;0;0;0;1;0;179.36862;0;0;0;179.36862;0;4;0;2;0;0;1;0.0515;3.1243138;29.998583;16.78553;0;26.618963;65.794373;0;16.78553;0;26.190136;4.44802;47.724434;19.909843;19.909843;2.7567475;2.3279202;16.78553;10.088739;65.794373;69.300003;0.64772749;4.8073549;2.1923411;7.1445317;179.36862;190.56859;27.133842;0;0;0;74.498474;66.371155;38.498993;180.16699;211;22;70
Thiopental ;0.94999999;3;S=C1NC(=O)C(C(CCC)C)(CC)C(=O)N1;38.066273;1;0;0;2;3;0;0;0;34;2;5;16;8;55.86134;1.6429806;0;0;11;0;0;18;0;2;2;0;1;2.9150634;-2.7342896;-0.27926844;0.4753935;2.7654853;-2.8214078;-0.19072445;0.398238;2.7918363;-2.4970944;0.0096664941;0.62538415;3.0019798;24.053726;4;0.25;0;34;3;16;6;4;0.25;31;0;12.344935;10.739912;7.6986704;7.9307213;7.4844351;6.0626612;4.0420408;4.119391;1;1;0.85174239;8;0;-0.82587582;-0.31016868;0.085921682;2.6930811;-1.1836727;-0.33413425;0.018506758;2.700995;-0.53245008;-0.10230702;0.17238839;2.9264042;14.0625;5.5576558;2.4882812;12.171379;4.7606764;2.114923;3.6215;4;2;1;0;1.983;-4.6426301;6.6257873;0;1;6;1;1;4;0;0;0;0.94945037;-0.94945037;0.27788341;0.28404117;137.85938;0;44.551136;0;0;25.899061;0;0;0;0;0;11.365152;27.133842;0;0.73907691;0.15598726;0.15598726;0.26092309;0.84401274;0.10493583;182.41051;38.498993;38.498993;64.398056;208.30957;25.899061;0.5;1;0;0;0;0;1;0;0;0;1;0;246.80856;0;0;0;246.80856;0;4;0;1;0;0;1;1.3499;36.0215;10.802089;47.724434;0;4.4107962;0;0;0;56.605217;145.17007;6.5680399;47.724434;0;40.432297;0;0;56.605217;10.802089;145.17007;90.290001;0.54356444;5;2.6073875;7.7428861;246.80856;263.22397;58.518353;0;0;11.365152;137.85938;39.065685;69.883507;242.343;398;29;78
Ticarcillin  ;0.039999999;3;S1C2N(C(C(=O)[O-])C1(C)C)C(=O)C2NC(=O)C(C(=O)[O-])c1ccsc1;48.547104;0;0;1;3;2;4;5;0;39;1;3;25;13;74.714584;1.9157586;0;0;15;0;0;14;0;2;6;0;2;1.6767601;-2.6561301;-0.57836288;0.48058012;2.8356798;-2.9049373;-0.53148884;0.49845266;2.7524307;-2.389118;-0.33219725;0.72939163;3.1299992;28.252897;5;0.18518518;5;41;4;27;2;6;0.22222222;32;0;18.516144;14.887645;9.0414515;9.8174725;11.647572;9.2131853;3.9760678;4.6051717;4;4;0.97816336;11;-2;-0.84759307;-0.5102309;0.031668425;2.6607754;-1.4914162;-0.45628798;0.095875978;2.6189649;-0.53644967;-0.21454507;0.2196148;2.9509196;19.753086;7.197279;3.453032;17.28158;6.2599096;2.990135;4.3272452;8;1;1;0;0.87900001;-3.5246601;9.1236229;0;1;13;1;3;5;0;0;0;1.5599923;-3.5599923;0.16719377;0.15402868;58.816898;29.416998;8.9080906;28.436232;6.6995511;25.899061;0;18.017035;35.569111;19.760618;0;5.6825762;27.133842;54.267685;0.6243571;0.5035373;0.27332705;0.3756429;0.49646267;0.10231584;198.92499;160.43086;87.084099;119.68272;158.17683;32.598614;0.45454547;0.83333331;0;0;0;0;1;0;0;0;1;0;318.6077;0;0;0;318.6077;0;6;0;3;0;0;1;-2.1214001;103.37743;16.569897;105.75993;0;3.185575;0;4.4107962;49.275204;0;130.14926;8.5097704;180.81555;3.1243138;18.01075;17.907436;0;49.275204;13.445583;130.14926;129.67;0.42433795;5.7548876;3.3080933;9.0050516;318.6077;376.5271;81.401527;54.267685;0;5.6825762;176.20753;55.316059;87.084099;382.41699;1474;40;138
Triamterene;0.85000002;2;n1c(N)c2nc(-c3ccccc3)c(nc2nc1N)N;36.154724;0;0;1;2;4;0;16;0;30;3;7;19;8;46.481937;1.5493978;0;0;12;0;0;11;0;7;0;0;0;1.6892892;-2.2248015;-0.66246361;0.72640997;2.2120235;-2.3789034;-0.56702656;0.81185699;2.3651617;-1.8865031;-0.46652997;0.90916973;2.5455673;15.325277;1;0.047619049;17;32;0;21;0;1;0.047619049;15;0;13.405413;9.9076567;6.3867512;7.5769858;9.1478672;5.5655632;2.9106836;4.1498299;0;0;0.84823292;10;0;-0.78349704;-0.48735425;0.10398111;2.3304756;-1.3403563;-0.34610644;0.20380715;2.4425404;-0.41068959;-0.20793021;0.25268403;2.6468098;13.959184;5.7800002;2.8800001;8.5694799;3.4407814;1.6733301;1.5518793;7;6;1;1;0.58859003;-3.6060801;6.8835545;1;1;17;1;3;1;1;0;0;1.0535775;-1.0535775;0.22759707;0.22495781;81.251015;0;13.399102;33.57169;15.681574;0;0;0;53.22747;0;11.365152;11.365152;0;0;0.87698269;0.34548065;0.051692408;0.1230173;0.65451938;0.0713249;192.81442;75.957771;11.365152;27.046726;143.90338;15.681574;0.5;1;0;0;0;0;1;0;0;0;1;0;219.86115;0;0;0;219.86115;0;5;0;3;0;0;1;0.83340001;98.691559;67.14212;0;0;0;0;0;98.017693;0;6.5549331;7.3801198;0;67.14212;0;0;16.356703;186.90749;0;0;129.62;0.51875818;5.3923173;2.9907548;8.2074757;219.86115;285.51239;22.730305;0;0;53.22747;94.650116;49.253262;75.957771;253.269;670;31;102
